id,fecha,modulo,descripcion,rol_usuario,sede
1281,12/18/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Guayaquil
1282,5/16/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Ambato
1283,3/15/2025,Portal Citas,Tiempo de espera en el portal supera los 18s en horas pico,Paciente,Guayaquil
1284,2/14/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Quito
1285,11/8/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Ambato
1286,1/6/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Guayaquil
1287,7/24/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Guayaquil
1288,9/18/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Ambato
1289,5/30/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Quito
1290,1/24/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Guayaquil
1291,8/27/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Guayaquil
1292,9/24/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito
1293,10/19/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Quito
1294,1/21/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil
1295,10/14/2025,Portal Citas,Usuario no logra agendar tras 2 intentos,Paciente,Guayaquil
1296,11/25/2025,Portal Citas,Tiempo de espera en el portal supera los 28s en horas pico,Admision,Guayaquil
1297,10/18/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Cuenca
1298,8/19/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Manta
1299,5/13/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Manta
1300,9/21/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Manta
1301,1/4/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Quito
1302,6/16/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Guayaquil
1303,8/15/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Admision,Quito
1304,4/11/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Manta
1305,7/12/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Manta
1306,1/13/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Ambato
1307,3/2/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Medico,Manta
1308,8/21/2025,Telemedicina,Videollamada se corta a los 3 minutos,Paciente,Guayaquil
1309,7/31/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Guayaquil
1310,3/28/2025,Portal Citas,Tiempo de espera en el portal supera los 19s en horas pico,Paciente,Quito
1311,9/21/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Quito
1312,5/13/2025,HCE,Tiempo de carga de la ficha clinica supera los 12s en horas pico,Medico,Guayaquil
1313,2/20/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Guayaquil
1314,11/25/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Manta
1315,9/28/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil
1316,10/21/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Guayaquil
1317,11/5/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Guayaquil
1318,5/22/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Ambato
1319,6/8/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Cuenca
1320,1/30/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Cuenca
1321,1/9/2025,Facturacion,Retraso de 11s al procesar el pago con tarjeta de credito,Paciente,Guayaquil
1322,4/7/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Quito
1323,11/2/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Paciente,Quito
1324,7/3/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Guayaquil
1325,2/26/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Enfermeria,Ambato
1326,5/6/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Guayaquil
1327,5/10/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Cuenca
1328,1/11/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Quito
1329,2/19/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Guayaquil
1330,9/15/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 27s,Farmacia,Quito
1331,11/1/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Quito
1332,7/24/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Quito
1333,11/6/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Manta
1334,7/26/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Manta
1335,7/26/2025,Portal Citas,Tiempo de espera en el portal supera los 35s en horas pico,Admision,Cuenca
1336,8/6/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Guayaquil
1337,6/17/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Guayaquil
1338,8/22/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Quito
1339,11/17/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Quito
1340,1/8/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Cuenca
1341,3/28/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Quito
1342,3/6/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Quito
1343,5/6/2025,Facturacion,El sistema no permite anular una factura emitida por error,Paciente,Manta
1344,10/9/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Enfermeria,Ambato
1345,6/9/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Manta
1346,7/23/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Quito
1347,6/17/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito
1348,1/13/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Ambato
1349,2/2/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Cuenca
1350,3/22/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Guayaquil
1351,9/24/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Quito
1352,2/23/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Quito
1353,5/25/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Guayaquil
1354,7/1/2025,Laboratorio,Retraso de 18s en la disponibilidad de resultados criticos,Enfermeria,Guayaquil
1355,6/15/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Guayaquil
1356,6/6/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Guayaquil
1357,6/20/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Guayaquil
1358,1/15/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Manta
1359,11/15/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Quito
1360,12/14/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Guayaquil
1361,7/30/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Cuenca
1362,8/5/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Cuenca
1363,9/30/2025,Facturacion,El sistema no permite anular una factura emitida por error,Paciente,Ambato
1364,6/10/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Quito
1365,9/19/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Cuenca
1366,9/20/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Medico,Cuenca
1367,10/20/2025,HCE,Nota de evolucion tarda 20s en guardarse,Medico,Guayaquil
1368,10/12/2025,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Cuenca
1369,1/17/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Guayaquil
1370,10/1/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Ambato
1371,3/23/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Guayaquil
1372,9/10/2025,Facturacion,Error de calculo en el copago del seguro medico,Admision,Quito
1373,10/25/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Ambato
1374,11/19/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Guayaquil
1375,1/29/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Guayaquil
1376,11/15/2025,HCE,Nota de evolucion tarda 10s en guardarse,Enfermeria,Guayaquil
1377,1/5/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Quito
1378,2/5/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Medico,Quito
1379,6/9/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Cuenca
1380,3/31/2025,Portal Citas,Tiempo de espera en el portal supera los 11s en horas pico,Admision,Quito
1381,10/16/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito
1382,12/1/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Guayaquil
1383,5/7/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Guayaquil
1384,5/24/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Quito
1385,4/12/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Medico,Ambato
1386,7/9/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Guayaquil
1387,9/2/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Guayaquil
1388,5/15/2025,Facturacion,Retraso de 31s al procesar el pago con tarjeta de credito,Admision,Ambato
1389,11/9/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Medico,Guayaquil
1390,5/20/2025,Facturacion,Error de calculo en el copago del seguro medico,Admision,Ambato
1391,7/20/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Quito
1392,12/7/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Ambato
1393,2/4/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Guayaquil
1394,7/3/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Quito
1395,4/2/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Ambato
1396,7/26/2025,HCE,Nota de evolucion tarda 16s en guardarse,Enfermeria,Manta
1397,4/24/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Quito
1398,6/6/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Guayaquil
1399,4/28/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Guayaquil
1400,2/28/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Manta
1401,2/27/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Manta
1402,2/15/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Quito
1403,9/28/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Manta
1404,1/29/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Guayaquil
1405,4/8/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Guayaquil
1406,5/15/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Quito
1407,4/15/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Quito
1408,5/5/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 16s,Paciente,Quito
1409,6/4/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Quito
1410,3/3/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Guayaquil
1411,7/28/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Cuenca
1412,4/17/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Cuenca
1413,2/28/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Quito
1414,10/14/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Guayaquil
1415,6/20/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Guayaquil
1416,4/9/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Quito
1417,11/12/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito
1418,1/16/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Cuenca
1419,11/24/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Ambato
1420,11/13/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Quito
1421,7/9/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Cuenca
1422,1/23/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Ambato
1423,9/14/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Manta
1424,4/28/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Cuenca
1425,8/15/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Cuenca
1426,11/10/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Cuenca
1427,8/5/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito
1428,6/2/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Enfermeria,Guayaquil
1429,6/16/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil
1430,11/9/2025,Facturacion,Retraso de 21s al procesar el pago con tarjeta de credito,Paciente,Manta
1431,10/21/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Cuenca
1432,6/26/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Guayaquil
1433,2/14/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Ambato
1434,5/5/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Guayaquil
1435,10/9/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Quito
1436,9/30/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Ambato
1437,10/22/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 26s,Medico,Quito
1438,9/16/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Ambato
1439,12/19/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Cuenca
